date,year,month,day
2021-09-07T00:00:00.000+02:00,2021,9,7
2021-09-08T00:00:00.000+02:00,2021,9,8
2021-09-09T00:00:00.000+02:00,2021,9,9
2021-09-10T00:00:00.000+02:00,2021,9,10
2021-09-11T00:00:00.000+02:00,2021,9,11
2021-09-12T00:00:00.000+02:00,2021,9,12
2021-09-13T00:00:00.000+02:00,2021,9,13
2021-09-14T00:00:00.000+02:00,2021,9,14
2021-09-15T00:00:00.000+02:00,2021,9,15
2021-09-16T00:00:00.000+02:00,2021,9,16
2021-09-17T00:00:00.000+02:00,2021,9,17
2021-09-18T00:00:00.000+02:00,2021,9,18
2021-09-19T00:00:00.000+02:00,2021,9,19
2021-09-20T00:00:00.000+02:00,2021,9,20
2021-09-21T00:00:00.000+02:00,2021,9,21
2021-09-22T00:00:00.000+02:00,2021,9,22
2021-09-23T00:00:00.000+02:00,2021,9,23
2021-09-24T00:00:00.000+02:00,2021,9,24
2021-09-25T00:00:00.000+02:00,2021,9,25
2021-09-26T00:00:00.000+02:00,2021,9,26
2021-09-27T00:00:00.000+02:00,2021,9,27
2021-09-28T00:00:00.000+02:00,2021,9,28
2021-09-29T00:00:00.000+02:00,2021,9,29
2021-09-30T00:00:00.000+02:00,2021,9,30
2021-10-01T00:00:00.000+02:00,2021,10,1
2021-10-04T00:00:00.000+02:00,2021,10,4
2021-10-05T00:00:00.000+02:00,2021,10,5
2021-10-06T00:00:00.000+02:00,2021,10,6
2021-10-07T00:00:00.000+02:00,2021,10,7
2021-10-08T00:00:00.000+02:00,2021,10,8
2021-10-09T00:00:00.000+02:00,2021,10,9
2021-10-11T00:00:00.000+02:00,2021,10,11
2021-10-12T00:00:00.000+02:00,2021,10,12
2021-10-13T00:00:00.000+02:00,2021,10,13
2021-10-14T00:00:00.000+02:00,2021,10,14
2021-10-15T00:00:00.000+02:00,2021,10,15
2021-10-16T00:00:00.000+02:00,2021,10,16
2021-10-18T00:00:00.000+02:00,2021,10,18
2021-10-19T00:00:00.000+02:00,2021,10,19
2021-10-20T00:00:00.000+02:00,2021,10,20
2021-10-21T00:00:00.000+02:00,2021,10,21
2021-10-22T00:00:00.000+02:00,2021,10,22
2021-10-23T00:00:00.000+02:00,2021,10,23
2021-10-25T00:00:00.000+02:00,2021,10,25
2021-10-26T00:00:00.000+02:00,2021,10,26
2021-10-27T00:00:00.000+02:00,2021,10,27
2021-10-28T00:00:00.000+02:00,2021,10,28
2021-10-29T00:00:00.000+02:00,2021,10,29
2021-10-30T00:00:00.000+02:00,2021,10,30
2021-11-01T00:00:00.000+01:00,2021,11,1
2021-11-02T00:00:00.000+01:00,2021,11,2
2021-11-03T00:00:00.000+01:00,2021,11,3
2021-11-04T00:00:00.000+01:00,2021,11,4
2021-11-05T00:00:00.000+01:00,2021,11,5
2021-11-06T00:00:00.000+01:00,2021,11,6
2021-11-08T00:00:00.000+01:00,2021,11,8
2021-11-09T00:00:00.000+01:00,2021,11,9
2021-11-10T00:00:00.000+01:00,2021,11,10
2021-11-11T00:00:00.000+01:00,2021,11,11
2021-11-12T00:00:00.000+01:00,2021,11,12
2021-11-13T00:00:00.000+01:00,2021,11,13
2021-11-15T00:00:00.000+01:00,2021,11,15
2021-11-16T00:00:00.000+01:00,2021,11,16
2021-11-17T00:00:00.000+01:00,2021,11,17
2021-11-18T00:00:00.000+01:00,2021,11,18
2021-11-19T00:00:00.000+01:00,2021,11,19
2021-11-20T00:00:00.000+01:00,2021,11,20
2021-11-22T00:00:00.000+01:00,2021,11,22
2021-11-23T00:00:00.000+01:00,2021,11,23
2021-11-24T00:00:00.000+01:00,2021,11,24
2021-11-25T00:00:00.000+01:00,2021,11,25
2021-11-26T00:00:00.000+01:00,2021,11,26
2021-11-29T00:00:00.000+01:00,2021,11,29
2021-11-30T00:00:00.000+01:00,2021,11,30
2021-12-01T00:00:00.000+01:00,2021,12,1
2021-12-02T00:00:00.000+01:00,2021,12,2
2021-12-03T00:00:00.000+01:00,2021,12,3
2021-12-04T00:00:00.000+01:00,2021,12,4
2021-12-06T00:00:00.000+01:00,2021,12,6
2021-12-07T00:00:00.000+01:00,2021,12,7
2021-12-08T00:00:00.000+01:00,2021,12,8
2021-12-09T00:00:00.000+01:00,2021,12,9
2021-12-10T00:00:00.000+01:00,2021,12,10
2021-12-11T00:00:00.000+01:00,2021,12,11
2021-12-12T00:00:00.000+01:00,2021,12,12
2021-12-13T00:00:00.000+01:00,2021,12,13
2021-12-14T00:00:00.000+01:00,2021,12,14
2021-12-15T00:00:00.000+01:00,2021,12,15
2021-12-16T00:00:00.000+01:00,2021,12,16
2021-12-17T00:00:00.000+01:00,2021,12,17
2021-12-20T00:00:00.000+01:00,2021,12,20
2021-12-21T00:00:00.000+01:00,2021,12,21
2021-12-22T00:00:00.000+01:00,2021,12,22
2021-12-23T00:00:00.000+01:00,2021,12,23
2021-12-28T00:00:00.000+01:00,2021,12,28
2021-12-29T00:00:00.000+01:00,2021,12,29
2021-12-30T00:00:00.000+01:00,2021,12,30
2022-01-03T00:00:00.000+01:00,2022,1,3
2022-01-04T00:00:00.000+01:00,2022,1,4
2022-01-05T00:00:00.000+01:00,2022,1,5
2022-01-06T00:00:00.000+01:00,2022,1,6
2022-01-07T00:00:00.000+01:00,2022,1,7
2022-01-08T00:00:00.000+01:00,2022,1,8
2022-01-10T00:00:00.000+01:00,2022,1,10
2022-01-11T00:00:00.000+01:00,2022,1,11
2022-01-12T00:00:00.000+01:00,2022,1,12
2022-01-13T00:00:00.000+01:00,2022,1,13
2022-01-14T00:00:00.000+01:00,2022,1,14
2022-01-15T00:00:00.000+01:00,2022,1,15
2022-01-17T00:00:00.000+01:00,2022,1,17
2022-01-18T00:00:00.000+01:00,2022,1,18
2022-01-19T00:00:00.000+01:00,2022,1,19
2022-01-20T00:00:00.000+01:00,2022,1,20
2022-01-21T00:00:00.000+01:00,2022,1,21
2022-01-23T00:00:00.000+01:00,2022,1,23
2022-01-24T00:00:00.000+01:00,2022,1,24
2022-01-26T00:00:00.000+01:00,2022,1,26
2022-01-27T00:00:00.000+01:00,2022,1,27
2022-01-28T00:00:00.000+01:00,2022,1,28
2022-01-29T00:00:00.000+01:00,2022,1,29
2022-01-30T00:00:00.000+01:00,2022,1,30
2022-01-31T00:00:00.000+01:00,2022,1,31
2022-02-01T00:00:00.000+01:00,2022,2,1
2022-02-02T00:00:00.000+01:00,2022,2,2
2022-02-03T00:00:00.000+01:00,2022,2,3
2022-02-04T00:00:00.000+01:00,2022,2,4
2022-02-05T00:00:00.000+01:00,2022,2,5
2022-02-07T00:00:00.000+01:00,2022,2,7
2022-02-08T00:00:00.000+01:00,2022,2,8
2022-02-09T00:00:00.000+01:00,2022,2,9
2022-02-10T00:00:00.000+01:00,2022,2,10
2022-02-11T00:00:00.000+01:00,2022,2,11
2022-02-12T00:00:00.000+01:00,2022,2,12
2022-02-14T00:00:00.000+01:00,2022,2,14
2022-02-15T00:00:00.000+01:00,2022,2,15
2022-02-16T00:00:00.000+01:00,2022,2,16
2022-02-17T00:00:00.000+01:00,2022,2,17
2022-02-18T00:00:00.000+01:00,2022,2,18
2022-02-19T00:00:00.000+01:00,2022,2,19
2022-02-21T00:00:00.000+01:00,2022,2,21
2022-02-22T00:00:00.000+01:00,2022,2,22
2022-02-23T00:00:00.000+01:00,2022,2,23
2022-02-24T00:00:00.000+01:00,2022,2,24
2022-02-25T00:00:00.000+01:00,2022,2,25
2022-02-26T00:00:00.000+01:00,2022,2,26
2022-02-28T00:00:00.000+01:00,2022,2,28
2022-03-01T00:00:00.000+01:00,2022,3,1
2022-03-02T00:00:00.000+01:00,2022,3,2
2022-03-03T00:00:00.000+01:00,2022,3,3
2022-03-04T00:00:00.000+01:00,2022,3,4
2022-03-05T00:00:00.000+01:00,2022,3,5
2022-03-07T00:00:00.000+01:00,2022,3,7
2022-03-08T00:00:00.000+01:00,2022,3,8
2022-03-09T00:00:00.000+01:00,2022,3,9
2022-03-10T00:00:00.000+01:00,2022,3,10
2022-03-11T00:00:00.000+01:00,2022,3,11
2022-03-13T00:00:00.000+01:00,2022,3,13
2022-03-14T00:00:00.000+01:00,2022,3,14
2022-03-15T00:00:00.000+01:00,2022,3,15
2022-03-16T00:00:00.000+01:00,2022,3,16
2022-03-17T00:00:00.000+01:00,2022,3,17
2022-03-18T00:00:00.000+01:00,2022,3,18
2022-03-19T00:00:00.000+01:00,2022,3,19
2022-03-21T00:00:00.000+01:00,2022,3,21
2022-03-22T00:00:00.000+01:00,2022,3,22
2022-03-23T00:00:00.000+01:00,2022,3,23
2022-03-24T00:00:00.000+01:00,2022,3,24
2022-03-25T00:00:00.000+01:00,2022,3,25
2022-03-26T00:00:00.000+01:00,2022,3,26
2022-03-28T00:00:00.000+02:00,2022,3,28
2022-03-29T00:00:00.000+02:00,2022,3,29
2022-03-30T00:00:00.000+02:00,2022,3,30
2022-03-31T00:00:00.000+02:00,2022,3,31
2022-04-01T00:00:00.000+02:00,2022,4,1
2022-04-02T00:00:00.000+02:00,2022,4,2
2022-04-04T00:00:00.000+02:00,2022,4,4
2022-04-11T00:00:00.000+02:00,2022,4,11
2022-04-12T00:00:00.000+02:00,2022,4,12
2022-04-13T00:00:00.000+02:00,2022,4,13
2022-04-14T00:00:00.000+02:00,2022,4,14
2022-04-15T00:00:00.000+02:00,2022,4,15
2022-04-18T00:00:00.000+02:00,2022,4,18
2022-04-20T00:00:00.000+02:00,2022,4,20
2022-04-21T00:00:00.000+02:00,2022,4,21
2022-04-22T00:00:00.000+02:00,2022,4,22
2022-04-25T00:00:00.000+02:00,2022,4,25
2022-04-26T00:00:00.000+02:00,2022,4,26
2022-04-27T00:00:00.000+02:00,2022,4,27
2022-04-28T00:00:00.000+02:00,2022,4,28
2022-04-29T00:00:00.000+02:00,2022,4,29
2022-05-02T00:00:00.000+02:00,2022,5,2
2022-05-03T00:00:00.000+02:00,2022,5,3
2022-05-04T00:00:00.000+02:00,2022,5,4
2022-05-05T00:00:00.000+02:00,2022,5,5
2022-05-06T00:00:00.000+02:00,2022,5,6
2022-05-07T00:00:00.000+02:00,2022,5,7
2022-05-09T00:00:00.000+02:00,2022,5,9
2022-05-10T00:00:00.000+02:00,2022,5,10
2022-05-11T00:00:00.000+02:00,2022,5,11
2022-05-12T00:00:00.000+02:00,2022,5,12
2022-05-13T00:00:00.000+02:00,2022,5,13
2022-05-16T00:00:00.000+02:00,2022,5,16
2022-05-17T00:00:00.000+02:00,2022,5,17
2022-05-18T00:00:00.000+02:00,2022,5,18
2022-05-19T00:00:00.000+02:00,2022,5,19
2022-05-20T00:00:00.000+02:00,2022,5,20
2022-05-21T00:00:00.000+02:00,2022,5,21
2022-05-22T00:00:00.000+02:00,2022,5,22
2022-05-23T00:00:00.000+02:00,2022,5,23
2022-05-24T00:00:00.000+02:00,2022,5,24
2022-05-25T00:00:00.000+02:00,2022,5,25
2022-05-26T00:00:00.000+02:00,2022,5,26
2022-05-27T00:00:00.000+02:00,2022,5,27
2022-05-30T00:00:00.000+02:00,2022,5,30
2022-05-31T00:00:00.000+02:00,2022,5,31
2022-06-01T00:00:00.000+02:00,2022,6,1
2022-06-02T00:00:00.000+02:00,2022,6,2
2022-06-03T00:00:00.000+02:00,2022,6,3
2022-06-04T00:00:00.000+02:00,2022,6,4
2022-06-05T00:00:00.000+02:00,2022,6,5
2022-06-06T00:00:00.000+02:00,2022,6,6
2022-06-07T00:00:00.000+02:00,2022,6,7
2022-06-08T00:00:00.000+02:00,2022,6,8
2022-06-09T00:00:00.000+02:00,2022,6,9
2022-06-10T00:00:00.000+02:00,2022,6,10
2022-06-11T00:00:00.000+02:00,2022,6,11
2022-06-13T00:00:00.000+02:00,2022,6,13
2022-06-14T00:00:00.000+02:00,2022,6,14
2022-06-15T00:00:00.000+02:00,2022,6,15
2022-06-16T00:00:00.000+02:00,2022,6,16
2022-06-17T00:00:00.000+02:00,2022,6,17
2022-06-20T00:00:00.000+02:00,2022,6,20
2022-06-21T00:00:00.000+02:00,2022,6,21
2022-06-22T00:00:00.000+02:00,2022,6,22
2022-06-23T00:00:00.000+02:00,2022,6,23
2022-06-24T00:00:00.000+02:00,2022,6,24
2022-06-25T00:00:00.000+02:00,2022,6,25
2022-06-26T00:00:00.000+02:00,2022,6,26
2022-06-27T00:00:00.000+02:00,2022,6,27
2022-06-28T00:00:00.000+02:00,2022,6,28
2022-06-29T00:00:00.000+02:00,2022,6,29
2022-06-30T00:00:00.000+02:00,2022,6,30
2022-07-01T00:00:00.000+02:00,2022,7,1
2022-07-02T00:00:00.000+02:00,2022,7,2
2022-07-04T00:00:00.000+02:00,2022,7,4
2022-07-05T00:00:00.000+02:00,2022,7,5
2022-07-06T00:00:00.000+02:00,2022,7,6
2022-07-07T00:00:00.000+02:00,2022,7,7
2022-07-08T00:00:00.000+02:00,2022,7,8
2022-07-09T00:00:00.000+02:00,2022,7,9
2022-07-11T00:00:00.000+02:00,2022,7,11
2022-07-12T00:00:00.000+02:00,2022,7,12
2022-07-13T00:00:00.000+02:00,2022,7,13
2022-07-14T00:00:00.000+02:00,2022,7,14
2022-07-15T00:00:00.000+02:00,2022,7,15
2022-07-18T00:00:00.000+02:00,2022,7,18
2022-07-19T00:00:00.000+02:00,2022,7,19
2022-07-20T00:00:00.000+02:00,2022,7,20
2022-07-21T00:00:00.000+02:00,2022,7,21
2022-07-22T00:00:00.000+02:00,2022,7,22
2022-07-23T00:00:00.000+02:00,2022,7,23
2022-07-24T00:00:00.000+02:00,2022,7,24
2022-07-25T00:00:00.000+02:00,2022,7,25
2022-07-26T00:00:00.000+02:00,2022,7,26
2022-07-27T00:00:00.000+02:00,2022,7,27
2022-07-28T00:00:00.000+02:00,2022,7,28
2022-07-29T00:00:00.000+02:00,2022,7,29
2022-08-01T00:00:00.000+02:00,2022,8,1
2022-08-02T00:00:00.000+02:00,2022,8,2
2022-08-03T00:00:00.000+02:00,2022,8,3
2022-08-04T00:00:00.000+02:00,2022,8,4
2022-08-05T00:00:00.000+02:00,2022,8,5
2022-08-06T00:00:00.000+02:00,2022,8,6
2022-08-07T00:00:00.000+02:00,2022,8,7
2022-08-08T00:00:00.000+02:00,2022,8,8
2022-08-09T00:00:00.000+02:00,2022,8,9
2022-08-10T00:00:00.000+02:00,2022,8,10
2022-08-11T00:00:00.000+02:00,2022,8,11
2022-08-12T00:00:00.000+02:00,2022,8,12
2022-08-13T00:00:00.000+02:00,2022,8,13
2022-08-15T00:00:00.000+02:00,2022,8,15
2022-08-16T00:00:00.000+02:00,2022,8,16
2022-08-17T00:00:00.000+02:00,2022,8,17
2022-08-18T00:00:00.000+02:00,2022,8,18
2022-08-19T00:00:00.000+02:00,2022,8,19
2022-08-20T00:00:00.000+02:00,2022,8,20
2022-08-22T00:00:00.000+02:00,2022,8,22
2022-08-23T00:00:00.000+02:00,2022,8,23
2022-08-24T00:00:00.000+02:00,2022,8,24
2022-08-25T00:00:00.000+02:00,2022,8,25
2022-08-26T00:00:00.000+02:00,2022,8,26
2022-08-27T00:00:00.000+02:00,2022,8,27
2022-08-29T00:00:00.000+02:00,2022,8,29
2022-08-30T00:00:00.000+02:00,2022,8,30
2022-08-31T00:00:00.000+02:00,2022,8,31
2022-09-01T00:00:00.000+02:00,2022,9,1
2022-09-02T00:00:00.000+02:00,2022,9,2
2022-09-03T00:00:00.000+02:00,2022,9,3
2022-09-04T00:00:00.000+02:00,2022,9,4
2022-09-05T00:00:00.000+02:00,2022,9,5
2022-09-06T00:00:00.000+02:00,2022,9,6
2022-09-07T00:00:00.000+02:00,2022,9,7
2022-09-08T00:00:00.000+02:00,2022,9,8
2022-09-09T00:00:00.000+02:00,2022,9,9
2022-09-11T00:00:00.000+02:00,2022,9,11
2022-09-12T00:00:00.000+02:00,2022,9,12
2022-09-13T00:00:00.000+02:00,2022,9,13
2022-09-14T00:00:00.000+02:00,2022,9,14
2022-09-15T00:00:00.000+02:00,2022,9,15
2022-09-16T00:00:00.000+02:00,2022,9,16
2022-09-17T00:00:00.000+02:00,2022,9,17
2022-09-18T00:00:00.000+02:00,2022,9,18
2022-09-19T00:00:00.000+02:00,2022,9,19
2022-09-20T00:00:00.000+02:00,2022,9,20
2022-09-21T00:00:00.000+02:00,2022,9,21
2022-09-22T00:00:00.000+02:00,2022,9,22
2022-09-23T00:00:00.000+02:00,2022,9,23
2022-09-24T00:00:00.000+02:00,2022,9,24
2022-09-25T00:00:00.000+02:00,2022,9,25
2022-09-26T00:00:00.000+02:00,2022,9,26
2022-09-27T00:00:00.000+02:00,2022,9,27
2022-09-28T00:00:00.000+02:00,2022,9,28
2022-09-29T00:00:00.000+02:00,2022,9,29
2022-09-30T00:00:00.000+02:00,2022,9,30
2022-10-01T00:00:00.000+02:00,2022,10,1
2022-10-02T00:00:00.000+02:00,2022,10,2
2022-10-03T00:00:00.000+02:00,2022,10,3
2022-10-04T00:00:00.000+02:00,2022,10,4
2022-10-05T00:00:00.000+02:00,2022,10,5
2022-10-06T00:00:00.000+02:00,2022,10,6
2022-10-07T00:00:00.000+02:00,2022,10,7
2022-10-08T00:00:00.000+02:00,2022,10,8
2022-10-10T00:00:00.000+02:00,2022,10,10
2022-10-11T00:00:00.000+02:00,2022,10,11
2022-10-12T00:00:00.000+02:00,2022,10,12
2022-10-13T00:00:00.000+02:00,2022,10,13
2022-10-14T00:00:00.000+02:00,2022,10,14
2022-10-15T00:00:00.000+02:00,2022,10,15
2022-10-16T00:00:00.000+02:00,2022,10,16
2022-10-17T00:00:00.000+02:00,2022,10,17
2022-10-18T00:00:00.000+02:00,2022,10,18
2022-10-19T00:00:00.000+02:00,2022,10,19
2022-10-20T00:00:00.000+02:00,2022,10,20
2022-10-21T00:00:00.000+02:00,2022,10,21
2022-10-22T00:00:00.000+02:00,2022,10,22
2022-10-23T00:00:00.000+02:00,2022,10,23
2022-10-24T00:00:00.000+02:00,2022,10,24
2022-10-25T00:00:00.000+02:00,2022,10,25
2022-10-26T00:00:00.000+02:00,2022,10,26
2022-10-27T00:00:00.000+02:00,2022,10,27
2022-10-28T00:00:00.000+02:00,2022,10,28
2022-10-29T00:00:00.000+02:00,2022,10,29
2022-10-30T00:00:00.000+02:00,2022,10,30
2022-10-31T00:00:00.000+01:00,2022,10,31
2022-11-01T00:00:00.000+01:00,2022,11,1
2022-11-02T00:00:00.000+01:00,2022,11,2
2022-11-03T00:00:00.000+01:00,2022,11,3
2022-11-04T00:00:00.000+01:00,2022,11,4
2022-11-05T00:00:00.000+01:00,2022,11,5
2022-11-06T00:00:00.000+01:00,2022,11,6
2022-11-07T00:00:00.000+01:00,2022,11,7
2022-11-08T00:00:00.000+01:00,2022,11,8
2022-11-09T00:00:00.000+01:00,2022,11,9
2022-11-10T00:00:00.000+01:00,2022,11,10
2022-11-11T00:00:00.000+01:00,2022,11,11
2022-11-12T00:00:00.000+01:00,2022,11,12
2022-11-13T00:00:00.000+01:00,2022,11,13
2022-11-14T00:00:00.000+01:00,2022,11,14
2022-11-15T00:00:00.000+01:00,2022,11,15
2022-11-16T00:00:00.000+01:00,2022,11,16
2022-11-17T00:00:00.000+01:00,2022,11,17
2022-11-18T00:00:00.000+01:00,2022,11,18
2022-11-21T00:00:00.000+01:00,2022,11,21
2022-11-22T00:00:00.000+01:00,2022,11,22
2022-11-23T00:00:00.000+01:00,2022,11,23
2022-11-24T00:00:00.000+01:00,2022,11,24
2022-11-25T00:00:00.000+01:00,2022,11,25
2022-11-26T00:00:00.000+01:00,2022,11,26
2022-11-28T00:00:00.000+01:00,2022,11,28
2022-11-29T00:00:00.000+01:00,2022,11,29
2022-11-30T00:00:00.000+01:00,2022,11,30
2022-12-05T00:00:00.000+01:00,2022,12,5
2022-12-06T00:00:00.000+01:00,2022,12,6
2022-12-07T00:00:00.000+01:00,2022,12,7
2022-12-08T00:00:00.000+01:00,2022,12,8
2022-12-09T00:00:00.000+01:00,2022,12,9
2022-12-13T00:00:00.000+01:00,2022,12,13
2022-12-14T00:00:00.000+01:00,2022,12,14
2022-12-15T00:00:00.000+01:00,2022,12,15
2022-12-21T00:00:00.000+01:00,2022,12,21
2022-12-27T00:00:00.000+01:00,2022,12,27
2022-12-29T00:00:00.000+01:00,2022,12,29
2022-12-30T00:00:00.000+01:00,2022,12,30
2023-01-03T00:00:00.000+01:00,2023,1,3
2023-01-05T00:00:00.000+01:00,2023,1,5
2023-01-10T00:00:00.000+01:00,2023,1,10
2023-01-12T00:00:00.000+01:00,2023,1,12
2023-01-13T00:00:00.000+01:00,2023,1,13
2023-01-16T00:00:00.000+01:00,2023,1,16
2023-01-17T00:00:00.000+01:00,2023,1,17
2023-01-18T00:00:00.000+01:00,2023,1,18
2023-01-26T00:00:00.000+01:00,2023,1,26
2023-01-30T00:00:00.000+01:00,2023,1,30
2023-01-31T00:00:00.000+01:00,2023,1,31
2023-02-01T00:00:00.000+01:00,2023,2,1
2023-02-02T00:00:00.000+01:00,2023,2,2
2023-02-03T00:00:00.000+01:00,2023,2,3
2023-02-05T00:00:00.000+01:00,2023,2,5
2023-02-07T00:00:00.000+01:00,2023,2,7
2023-02-08T00:00:00.000+01:00,2023,2,8
2023-02-10T00:00:00.000+01:00,2023,2,10
2023-02-11T00:00:00.000+01:00,2023,2,11
2023-02-13T00:00:00.000+01:00,2023,2,13
2023-02-14T00:00:00.000+01:00,2023,2,14
2023-02-15T00:00:00.000+01:00,2023,2,15
2023-02-16T00:00:00.000+01:00,2023,2,16
2023-02-17T00:00:00.000+01:00,2023,2,17
2023-02-20T00:00:00.000+01:00,2023,2,20
2023-02-22T00:00:00.000+01:00,2023,2,22
2023-02-23T00:00:00.000+01:00,2023,2,23
2023-02-24T00:00:00.000+01:00,2023,2,24
2023-02-28T00:00:00.000+01:00,2023,2,28
2023-03-01T00:00:00.000+01:00,2023,3,1
2023-03-02T00:00:00.000+01:00,2023,3,2
2023-03-03T00:00:00.000+01:00,2023,3,3
2023-03-04T00:00:00.000+01:00,2023,3,4
2023-03-05T00:00:00.000+01:00,2023,3,5
2023-03-07T00:00:00.000+01:00,2023,3,7
2023-03-08T00:00:00.000+01:00,2023,3,8
2023-03-09T00:00:00.000+01:00,2023,3,9
2023-03-10T00:00:00.000+01:00,2023,3,10
2023-03-13T00:00:00.000+01:00,2023,3,13
2023-03-15T00:00:00.000+01:00,2023,3,15
2023-03-16T00:00:00.000+01:00,2023,3,16
2023-03-17T00:00:00.000+01:00,2023,3,17
2023-03-20T00:00:00.000+01:00,2023,3,20
2023-03-21T00:00:00.000+01:00,2023,3,21
2023-03-23T00:00:00.000+01:00,2023,3,23
2023-03-24T00:00:00.000+01:00,2023,3,24
2023-03-27T00:00:00.000+02:00,2023,3,27
2023-03-28T00:00:00.000+02:00,2023,3,28
2023-03-29T00:00:00.000+02:00,2023,3,29
2023-03-30T00:00:00.000+02:00,2023,3,30
2023-03-31T00:00:00.000+02:00,2023,3,31
2023-04-01T00:00:00.000+02:00,2023,4,1
2023-04-02T00:00:00.000+02:00,2023,4,2
2023-04-03T00:00:00.000+02:00,2023,4,3
2023-04-05T00:00:00.000+02:00,2023,4,5
2023-04-07T00:00:00.000+02:00,2023,4,7
2023-04-10T00:00:00.000+02:00,2023,4,10
2023-04-11T00:00:00.000+02:00,2023,4,11
2023-04-13T00:00:00.000+02:00,2023,4,13
2023-04-17T00:00:00.000+02:00,2023,4,17
2023-04-18T00:00:00.000+02:00,2023,4,18
2023-04-19T00:00:00.000+02:00,2023,4,19
2023-04-24T00:00:00.000+02:00,2023,4,24
2023-04-27T00:00:00.000+02:00,2023,4,27
2023-05-02T00:00:00.000+02:00,2023,5,2
2023-05-03T00:00:00.000+02:00,2023,5,3
2023-05-04T00:00:00.000+02:00,2023,5,4
2023-05-05T00:00:00.000+02:00,2023,5,5
2023-05-06T00:00:00.000+02:00,2023,5,6
2023-05-08T00:00:00.000+02:00,2023,5,8
2023-05-10T00:00:00.000+02:00,2023,5,10
2023-05-11T00:00:00.000+02:00,2023,5,11
2023-05-12T00:00:00.000+02:00,2023,5,12
2023-05-15T00:00:00.000+02:00,2023,5,15
2023-05-16T00:00:00.000+02:00,2023,5,16
2023-05-18T00:00:00.000+02:00,2023,5,18
2023-05-19T00:00:00.000+02:00,2023,5,19
2023-05-23T00:00:00.000+02:00,2023,5,23
2023-06-02T00:00:00.000+02:00,2023,6,2
2023-06-06T00:00:00.000+02:00,2023,6,6
2023-06-08T00:00:00.000+02:00,2023,6,8
2023-06-09T00:00:00.000+02:00,2023,6,9
2023-06-13T00:00:00.000+02:00,2023,6,13
2023-06-14T00:00:00.000+02:00,2023,6,14
2023-06-15T00:00:00.000+02:00,2023,6,15
2023-06-19T00:00:00.000+02:00,2023,6,19
2023-06-20T00:00:00.000+02:00,2023,6,20
2023-06-23T00:00:00.000+02:00,2023,6,23
2023-06-26T00:00:00.000+02:00,2023,6,26
2023-06-30T00:00:00.000+02:00,2023,6,30
2023-07-02T00:00:00.000+02:00,2023,7,2
2023-07-03T00:00:00.000+02:00,2023,7,3
2023-07-04T00:00:00.000+02:00,2023,7,4
2023-07-05T00:00:00.000+02:00,2023,7,5
2023-07-06T00:00:00.000+02:00,2023,7,6
2023-07-07T00:00:00.000+02:00,2023,7,7
2023-07-14T00:00:00.000+02:00,2023,7,14
2023-07-15T00:00:00.000+02:00,2023,7,15
2023-07-17T00:00:00.000+02:00,2023,7,17
2023-07-18T00:00:00.000+02:00,2023,7,18
2023-07-19T00:00:00.000+02:00,2023,7,19
2023-07-24T00:00:00.000+02:00,2023,7,24
2023-07-25T00:00:00.000+02:00,2023,7,25
2023-07-28T00:00:00.000+02:00,2023,7,28
2023-07-31T00:00:00.000+02:00,2023,7,31
2023-08-01T00:00:00.000+02:00,2023,8,1
2023-08-02T00:00:00.000+02:00,2023,8,2
2023-08-08T00:00:00.000+02:00,2023,8,8
2023-08-21T00:00:00.000+02:00,2023,8,21
2023-08-22T00:00:00.000+02:00,2023,8,22
2023-08-23T00:00:00.000+02:00,2023,8,23
